jump,jump_date,jump_type,location,team,aircraft,container,canopy,altitude,delay,formation,remarks
1338,7/20/2024,2,4,3,9,6,2,10500,45,4,
1339,7/20/2024,2,4,3,9,3,1,10500,45,4,
1340,7/20/2024,2,4,3,9,6,2,10500,45,4,
1341,7/20/2024,2,4,3,9,3,1,11000,45,4,
1342,7/20/2024,2,4,3,9,6,2,11000,45,4,
1343,7/20/2024,2,4,3,9,3,1,11000,45,4,
1344,7/20/2024,2,4,3,9,6,2,10500,45,4,
1345,7/20/2024,2,4,3,9,3,1,10500,45,4,
1346,7/20/2024,2,4,3,9,6,2,11000,45,4,
1347,7/20/2024,2,4,3,9,3,1,10500,45,4,
1348,7/20/2024,2,4,3,9,6,2,12500,55,4,
1349,7/21/2024,2,4,3,9,3,1,11500,50,4,
1350,7/21/2024,2,4,3,9,6,2,11000,50,4,
1351,7/21/2024,2,4,3,9,3,1,11000,50,4,
1352,7/21/2024,2,4,3,9,6,2,11500,50,4,
1353,7/21/2024,2,4,3,9,3,1,11500,50,4,
1354,7/21/2024,2,4,3,9,6,2,11500,50,4,
1355,7/21/2024,2,4,3,9,3,1,11500,50,4,
1356,7/21/2024,2,4,3,9,6,2,11500,50,4,
1357,7/21/2024,2,4,3,9,3,1,11500,50,4,
1358,7/21/2024,2,4,3,9,6,2,11500,50,4,
1359,7/21/2024,2,4,3,9,3,1,11500,50,4,
1360,7/21/2024,2,4,3,9,6,2,11500,50,4,
1361,8/8/2024,2,4,3,9,3,1,10500,45,4,
1362,8/8/2024,2,4,3,9,6,2,10000,45,4,
1363,8/8/2024,2,4,3,9,3,1,10500,45,4,
1364,8/8/2024,2,4,3,9,6,2,10500,45,4,
1365,8/8/2024,2,4,3,9,3,1,10500,45,4,
1366,8/8/2024,2,4,3,9,6,2,10500,45,4,
1367,8/8/2024,2,4,3,9,3,1,10500,45,4,
1368,8/8/2024,2,4,3,9,6,2,10500,45,4,
1369,8/8/2024,2,4,3,9,3,1,10500,45,4,
1370,8/8/2024,2,4,3,9,6,2,13000,60,4,
1371,8/9/2024,2,4,3,9,3,1,10500,45,4,
1372,8/9/2024,2,4,3,9,6,2,10500,45,4,
1373,8/9/2024,2,4,3,9,3,1,10500,45,4,
1374,8/9/2024,2,4,3,9,6,2,10500,45,4,
1375,8/9/2024,2,4,3,9,3,1,13000,60,4,
1376,8/9/2024,2,4,3,9,6,2,10500,45,4,
1377,8/9/2024,2,4,3,9,3,1,10500,45,4,
1378,8/9/2024,2,4,3,9,6,2,10500,45,4,
1379,8/9/2024,2,4,3,9,3,1,10500,45,4,
1380,8/9/2024,2,4,3,9,6,2,13500,60,4,
1381,8/9/2024,2,4,3,9,6,1,13000,60,4,
1382,8/10/2024,2,4,3,9,3,1,11500,50,4,
1383,8/10/2024,2,4,3,9,6,2,11500,50,4,
1384,8/10/2024,2,4,3,9,3,1,11500,50,4,
1385,8/10/2024,2,4,3,9,6,2,11000,50,4,
1386,8/10/2024,2,4,3,9,3,1,10500,45,4,
1387,8/10/2024,2,4,3,9,6,2,11000,45,4,
1388,8/10/2024,2,4,3,9,3,1,11500,50,4,
1389,8/10/2024,2,4,3,9,6,2,11500,50,4,
1390,8/10/2024,2,4,3,9,3,1,11500,50,4,
1391,8/10/2024,2,4,3,9,6,2,11000,45,4,
1392,8/10/2024,2,4,3,9,6,1,10500,45,4,
1393,8/11/2024,2,4,3,9,3,1,11500,50,4,
1394,8/11/2024,2,4,3,9,6,2,11500,50,4,
1395,8/11/2024,2,4,3,9,3,1,11500,50,4,
1396,8/11/2024,2,4,3,9,6,2,12000,50,4,
1397,8/11/2024,2,4,3,9,3,1,11500,50,4,
1398,8/11/2024,2,4,3,9,6,2,11500,50,4,
1399,8/11/2024,2,4,3,9,3,1,11500,50,4,
1400,8/11/2024,2,4,3,9,6,2,11500,50,4,
1401,8/11/2024,2,4,3,9,3,1,11500,50,4,
1402,8/11/2024,2,4,3,9,6,2,11500,50,4,
1403,8/11/2024,2,4,3,9,6,1,11000,45,4,
1404,8/14/2024,1,9,,9,6,1,13500,60,,
1405,8/14/2024,1,9,,9,6,1,13500,60,,
1406,8/14/2024,1,9,,9,6,1,14000,65,,
1407,8/14/2024,1,9,,9,6,1,13500,60,,
1408,8/16/2024,1,9,,7,6,1,17500,75,,
1409,8/17/2024,1,9,,7,6,1,16500,70,,
1410,8/17/2024,1,9,,7,3,1,17500,75,,
1411,8/25/2024,7,5,,9,3,2,13000,60,,
1412,8/25/2024,7,5,,9,6,2,13000,60,,
1413,9/11/2024,2,5,3,9,6,1,13000,60,4,
1414,9/11/2024,2,5,3,9,6,1,13000,60,4,
1415,9/11/2024,2,5,3,9,6,1,13000,60,4,
1416,9/11/2024,2,5,3,9,6,1,10500,45,4,
1417,9/12/2024,2,5,3,9,6,1,10500,45,4,
1418,9/13/2024,2,5,3,9,6,1,10500,45,4,
1419,9/13/2024,2,5,3,9,6,1,10500,45,4,
1420,9/13/2024,2,5,3,9,6,1,10500,45,4,
1421,9/13/2024,2,5,3,9,6,1,10500,45,4,
1422,9/13/2024,2,5,3,9,6,1,10500,45,4,
1423,9/13/2024,2,5,3,9,6,1,10500,45,4,
1424,9/13/2024,2,5,3,9,6,1,10500,45,4,
1425,9/14/2024,2,5,3,9,6,1,10500,45,4,
1426,9/14/2024,2,5,3,9,6,1,10500,45,4,
1427,9/14/2024,2,5,3,9,6,1,11000,45,4,
1428,9/14/2024,2,5,,9,6,1,13000,60,,
1429,9/14/2024,2,5,,9,6,1,13000,60,,
1430,9/15/2024,2,5,,9,6,1,13500,60,,
1431,9/15/2024,2,5,,9,6,1,13000,60,,
1432,9/15/2024,2,5,,9,3,1,13000,60,,
1433,9/15/2024,2,5,,9,6,2,13000,60,,
1434,9/15/2024,2,5,,9,3,1,13000,60,,
1435,9/15/2024,2,5,,9,6,2,13000,60,,
1436,9/15/2024,2,5,,9,3,1,13000,60,,
1437,9/16/2024,2,5,,9,6,2,13000,60,,
1438,9/16/2024,2,5,,9,3,1,13000,60,,
1439,9/16/2024,2,5,,9,6,2,13000,68,,
1440,9/18/2024,2,5,,9,6,1,11000,54,,
1441,9/18/2024,2,5,,9,6,1,11000,54,,
1442,9/18/2024,2,5,,9,6,1,11000,54,,
1443,11/2/2024,2,4,,9,6,1,13500,70,,
1444,11/2/2024,2,4,,9,6,1,13000,68,,
1445,11/4/2024,1,4,,8,6,1,13500,72,60,
1446,11/4/2024,1,4,,8,6,1,13500,71,60,
1447,11/4/2024,1,4,,9,6,1,15500,81,60,
1448,11/4/2024,1,4,,9,6,1,16000,83,60,
1449,11/5/2024,1,4,,9,6,1,15500,81,150,
1450,11/5/2024,1,4,,9,6,1,18000,95,150,
1451,11/5/2024,1,4,,9,6,1,16000,84,150,
1452,11/6/2024,1,4,,9,6,1,18000,95,150,
1453,11/6/2024,1,4,,9,6,1,18000,93,150,
1454,11/6/2024,1,4,,9,6,1,18000,95,150,
1455,12/14/2024,2,4,,9,6,1,13000,68,,
1456,12/14/2024,2,4,,9,6,1,13000,68,,
1457,12/14/2024,2,4,,9,6,1,13000,68,,
1458,12/21/2024,2,4,,9,6,1,13000,64,,
1459,1/24/2025,2,4,,9,6,2,13500,61,,
1460,1/24/2025,2,4,,9,6,2,13000,65,,
1461,1/24/2025,2,4,,9,6,2,13500,63,,
1462,1/24/2025,2,4,,9,6,2,13000,64,,
1463,1/25/2025,2,4,,8,6,2,13500,61,,
1464,1/25/2025,2,4,,9,6,2,13500,68,,
1465,1/26/2025,2,4,,9,6,2,13000,62,,
1466,1/26/2025,2,4,,9,3,2,12500,61,,
1467,1/31/2025,4,4,,9,3,14,5000,5,,Demo - Crossfire3 129
1468,1/31/2025,4,4,,9,6,14,5000,5,,Demo - Crossfire3 129
1469,2/1/2025,4,4,,9,6,14,5000,5,,Demo - Crossfire3 119
1470,2/1/2025,2,4,,9,6,14,13000,69,,Demo - Crossfire3 119
1471,2/2/2025,2,4,,9,6,14,13000,62,,Demo - Crossfire3 119
1472,2/2/2025,2,4,,9,6,14,12500,60,,Demo - Crossfire3 119
1473,2/7/2025,1,4,,9,6,2,13500,64,,
1474,2/7/2025,1,4,,9,6,2,13000,65,,
1475,2/7/2025,1,4,,9,6,2,13000,67,,
1476,2/7/2025,1,4,,8,6,2,13500,72,,
1477,2/7/2025,1,4,,8,6,2,13500,70,,
1478,2/8/2025,1,4,,8,6,2,16500,82,,
1479,2/8/2025,1,4,,8,6,2,16500,81,,
1480,2/8/2025,1,4,,8,6,2,16500,79,,
1481,2/8/2025,1,4,,8,6,2,16500,84,,
1482,2/8/2025,1,4,,8,6,2,16500,85,,
1483,2/9/2025,1,4,,8,6,2,16500,85,,
1484,2/9/2025,1,4,,8,6,2,16500,82,,
1485,2/9/2025,1,4,,8,6,2,16500,83,,
1486,2/9/2025,1,4,,8,6,2,16500,84,,
1487,2/9/2025,1,4,,8,6,2,16500,84,,
1488,2/25/2025,2,4,,9,6,2,13500,55,,Ash dive prep
1489,2/25/2025,2,4,,9,6,2,13500,55,,Ben Ninnemann
1490,3/28/2025,1,4,,9,6,2,13000,63,22,
1491,3/28/2025,1,4,,9,6,2,13000,68,22,
1492,3/28/2025,1,4,,9,6,2,13000,69,22,
1493,3/29/2025,1,4,,9,6,2,16000,84,44,
1494,3/29/2025,1,4,,8,6,2,16000,84,44,
1495,3/29/2025,1,4,,8,6,2,16000,83,44,
1496,3/30/2025,1,4,,9,6,2,16500,83,44,
1497,3/30/2025,1,4,,9,6,2,16000,82,44,
1498,3/30/2025,1,4,,9,6,2,16000,82,44,
1499,3/30/2025,1,4,,9,6,2,16000,82,44,
1500,3/30/2025,1,4,,9,6,2,16500,85,44,
1501,3/30/2025,1,4,,9,6,2,16500,86,44,
1502,5/24/2025,2,10,,9,6,2,13500,71,16,
1503,5/24/2025,2,10,,9,6,2,13000,69,16,
1504,5/24/2025,2,10,,9,6,2,13500,70,16,
1505,5/24/2025,2,10,,9,6,2,13500,70,16,
1506,5/24/2025,2,10,,9,6,2,13500,71,16,
1507,5/25/2025,2,10,,9,6,2,11000,58,14,
1508,5/25/2025,2,10,,9,,2,13500,71,14,
